,id,has_online_delivery,has_table_booking,is_delivering_now,switch_to_order_menu,cuisines,average_cost_for_two,price_range,votes,aggregate_rating,currency
1539,18345728,0,0,0,0,1,5000,4,408,4.9,Rs.
1540,313256,0,1,0,0,3,1500,3,1545,3.9,Rs.
1541,18237321,0,0,0,0,6,600,2,1563,4.7,Rs.
1542,309859,1,1,0,0,5,1800,3,817,4.0,Rs.
1543,302878,0,0,0,0,1,500,2,3206,3.9,Rs.
1544,8241,0,1,0,0,4,3200,4,1193,4.2,Rs.
1545,304262,0,0,0,0,6,900,2,4085,4.3,Rs.
1546,1188,1,1,0,0,3,2600,4,2549,4.2,Rs.
1547,305525,0,0,0,0,3,1200,3,2213,4.5,Rs.
1548,18057792,0,0,0,0,4,700,2,1485,3.9,Rs.
1549,307036,0,1,0,0,4,1800,3,799,4.1,Rs.
1550,18395381,0,0,0,0,4,1400,3,387,4.1,Rs.
1551,18157384,0,1,0,0,6,1200,3,1174,3.8,Rs.
1552,4959,0,0,0,0,4,1800,3,3569,4.4,Rs.
1553,18429148,0,0,0,0,4,2000,4,268,4.7,Rs.
1554,463,0,0,0,0,2,800,2,4689,4.0,Rs.
1555,18289242,1,1,0,0,4,1500,3,716,4.3,Rs.
1556,799,1,0,0,0,2,1500,3,4373,4.4,Rs.
1557,301998,1,1,0,0,1,1600,3,1252,4.3,Rs.
1558,307113,1,1,0,0,3,1400,3,2131,4.2,Rs.
1559,18345728,0,0,0,0,1,5000,4,408,4.9,Rs.
1560,18273615,0,1,0,0,3,1800,3,436,4.2,Rs.
1561,103,1,0,0,0,1,1200,3,600,3.8,Rs.
1562,307822,1,0,0,0,2,1400,3,454,3.9,Rs.
1563,4296,1,0,0,0,3,400,1,518,4.0,Rs.
1564,1901,0,0,0,0,3,1000,3,574,3.6,Rs.
1565,800,1,1,0,0,3,1500,3,447,3.6,Rs.
1566,308337,1,1,0,0,1,1700,3,505,3.6,Rs.
1567,803,1,1,0,0,3,1700,3,337,3.8,Rs.
1568,305686,1,1,0,0,5,2000,4,372,3.9,Rs.
1569,18419910,0,1,0,0,3,1700,3,113,4.2,Rs.
1570,304989,1,0,0,0,3,700,2,391,3.8,Rs.
1571,307284,0,1,0,0,3,1700,3,395,3.7,Rs.
1572,310674,1,1,0,0,5,2500,4,300,3.6,Rs.
1573,462,1,1,0,0,2,800,2,360,3.7,Rs.
1574,312710,0,0,0,0,6,1200,3,287,3.9,Rs.
1575,303599,0,0,0,0,2,300,1,251,3.9,Rs.
1576,307370,0,0,0,0,1,700,2,256,3.8,Rs.
1577,18255125,0,0,0,0,1,2100,4,199,3.8,Rs.
1578,18082237,0,0,0,0,2,600,2,220,4.0,Rs.
1579,2902,0,0,0,0,1,550,2,286,3.7,Rs.
1580,4302,1,0,0,0,3,700,2,38,3.2,Rs.
1581,7876,0,0,0,0,1,250,1,21,2.7,Rs.
1582,312173,1,0,0,0,3,500,2,25,3.1,Rs.
1583,18358157,1,0,0,0,4,400,1,17,3.4,Rs.
1584,18391937,1,0,0,0,1,400,1,11,3.1,Rs.
1585,7884,1,0,0,0,2,300,1,16,3.2,Rs.
1586,920,0,0,0,0,1,500,2,22,3.1,Rs.
1587,18266888,0,0,0,0,3,500,2,19,3.3,Rs.
1588,9891,0,0,0,0,3,600,2,21,3.2,Rs.
1589,303625,0,0,0,0,2,350,1,19,3.2,Rs.
1590,7893,0,0,0,0,1,450,1,24,2.7,Rs.
1591,312605,0,0,0,0,2,500,2,19,3.0,Rs.
1592,18381237,1,0,0,0,3,400,1,12,2.7,Rs.
1593,18419884,0,1,0,0,2,800,2,1,0.0,Rs.
1594,7886,0,0,0,0,1,200,1,17,3.1,Rs.
1595,18371426,1,0,0,0,1,350,1,14,3.2,Rs.
1596,18272344,0,0,0,0,2,500,2,14,3.2,Rs.
1597,9887,0,0,0,0,3,200,1,13,2.8,Rs.
1598,7888,0,0,0,0,1,300,1,12,2.8,Rs.
1599,7897,0,0,0,0,1,150,1,12,3.1,Rs.
1600,16668008,0,0,0,0,1,25,2,26,3.3,$
1601,801690,0,0,0,0,3,800,3,567,4.6,Rs.
1602,17558738,0,0,0,0,2,10,1,88,4.3,$
1603,16611701,0,0,0,0,1,20,2,11,2.9,$
1604,2100784,0,0,0,0,4,400,2,377,4.1,Rs.
1605,801269,0,0,0,0,3,1000,3,887,4.3,Rs.
1606,18483082,0,0,0,0,5,50,3,28,3.8,$
1607,18483252,0,0,0,0,4,75,4,33,3.2,$
1608,16615894,0,0,0,0,3,7,1,29,3.6,$
1609,16605194,0,0,0,0,1,20,2,87,4.1,$
1610,16605794,0,0,0,0,2,7,1,97,3.8,$
1611,16604358,0,0,0,0,3,20,2,192,3.8,$
1612,17534788,0,0,0,0,3,40,3,30,3.6,$
1613,16606299,0,0,0,0,3,7,1,100,3.7,$
1614,16654702,0,0,0,0,3,70,4,204,4.3,$
1615,17694056,0,0,0,0,3,25,2,156,3.9,$
1616,3700050,0,0,0,0,2,400,2,791,4.1,Rs.
1617,17629582,0,0,0,0,3,25,2,9,3.3,$
1618,18366580,0,0,0,0,2,25,2,6,3.1,$
1619,17211719,0,0,0,0,1,70,4,542,4.0,$
1620,313256,0,1,0,0,3,1500,3,1545,3.9,Rs.
1621,18237321,0,0,0,0,6,600,2,1563,4.7,Rs.
1622,309859,1,1,0,0,5,1800,3,817,4.0,Rs.
1623,302878,0,0,0,0,1,500,2,3206,3.9,Rs.
1624,8241,0,1,0,0,4,3200,4,1193,4.2,Rs.
1625,304262,0,0,0,0,6,900,2,4085,4.3,Rs.
1626,1188,1,1,0,0,3,2600,4,2549,4.2,Rs.
1627,305525,0,0,0,0,3,1200,3,2213,4.5,Rs.
1628,18057792,0,0,0,0,4,700,2,1485,3.9,Rs.
1629,307036,0,1,0,0,4,1800,3,799,4.1,Rs.
1630,18395381,0,0,0,0,4,1400,3,387,4.1,Rs.
1631,18157384,0,1,0,0,6,1200,3,1174,3.8,Rs.
1632,4959,0,0,0,0,4,1800,3,3569,4.4,Rs.
1633,18429148,0,0,0,0,4,2000,4,268,4.7,Rs.
1634,463,0,0,0,0,2,800,2,4689,4.0,Rs.
1635,18289242,1,1,0,0,4,1500,3,716,4.3,Rs.
1636,799,1,0,0,0,2,1500,3,4373,4.4,Rs.
1637,301998,1,1,0,0,1,1600,3,1252,4.3,Rs.
1638,307113,1,1,0,0,3,1400,3,2131,4.2,Rs.
1639,18345728,0,0,0,0,1,5000,4,408,4.9,Rs.
1640,181,1,0,0,0,2,500,2,127,3.4,Rs.
1641,267,1,0,0,0,3,800,2,189,3.9,Rs.
1642,927,1,1,0,0,1,1400,3,110,3.7,Rs.
1643,5325,0,1,0,0,3,2500,4,111,3.7,Rs.
1644,149,1,0,0,0,4,500,2,146,1.9,Rs.
1645,18237363,1,1,0,0,3,1000,3,90,3.0,Rs.
1646,212,0,0,0,0,2,700,2,95,2.8,Rs.
1647,1324,0,0,0,0,3,150,1,91,3.5,Rs.
1648,302945,0,0,0,0,2,400,1,129,3.6,Rs.
1649,1023,0,0,0,0,3,250,1,109,3.4,Rs.
1650,9671,1,1,0,0,3,800,2,96,3.5,Rs.
1651,1508,1,0,0,0,3,350,1,88,3.2,Rs.
1652,908,1,1,0,0,3,1600,3,82,2.5,Rs.
1653,312902,0,0,0,0,4,4400,4,90,3.6,Rs.
1654,18471283,1,0,0,0,3,800,2,29,3.5,Rs.
1655,18424893,1,0,0,0,2,800,2,30,3.5,Rs.
1656,7873,1,0,0,0,2,650,2,61,3.3,Rs.
1657,18037834,0,0,0,0,1,400,1,9,3.1,Rs.
1658,306526,0,0,0,0,2,350,1,52,3.6,Rs.
1659,1530,0,0,0,0,2,600,2,54,2.8,Rs.
1660,18208912,1,0,0,0,1,650,2,306,3.8,Rs.
1661,18219545,1,0,0,0,2,800,2,255,4.0,Rs.
1662,256,1,0,0,0,3,1000,3,237,3.1,Rs.
1663,18128883,0,1,0,0,3,1800,3,234,3.7,Rs.
1664,3043,1,0,0,0,1,800,2,217,3.4,Rs.
1665,18425159,0,1,0,0,6,1200,3,46,4.2,Rs.
1666,309448,1,0,0,0,2,800,2,297,3.4,Rs.
1667,175,1,0,0,0,2,500,2,219,3.6,Rs.
1668,311161,1,0,0,0,1,300,1,308,4.0,Rs.
1669,310848,1,0,0,0,3,900,2,226,3.5,Rs.
1670,305871,1,0,0,0,2,850,2,268,3.6,Rs.
1671,209,0,0,0,0,2,700,2,185,2.3,Rs.
1672,17977751,0,1,0,0,3,2200,4,218,3.5,Rs.
1673,582,1,0,0,0,3,500,2,238,3.4,Rs.
1674,18233599,1,1,0,0,5,850,2,155,3.4,Rs.
1675,302381,0,1,0,0,2,1300,3,249,2.8,Rs.
1676,6200,0,0,0,0,4,1500,3,218,3.4,Rs.
1677,18446475,1,0,0,0,2,700,2,84,4.4,Rs.
1678,310312,1,0,0,0,2,550,2,250,3.3,Rs.
1679,1406,0,0,0,0,2,300,1,214,3.4,Rs.
1680,18241531,1,1,0,0,3,1700,3,244,3.8,Rs.
1681,18312632,1,0,0,0,1,850,2,253,4.1,Rs.
1682,18271497,1,0,0,0,2,550,2,160,4.1,Rs.
1683,309820,1,0,0,0,2,900,2,323,3.7,Rs.
1684,18034050,1,1,0,0,4,1500,3,227,3.8,Rs.
1685,1902,0,0,0,0,3,1000,3,251,3.5,Rs.
1686,300007,1,1,0,0,5,2000,4,223,3.8,Rs.
1687,18363391,1,1,0,0,3,1800,3,107,4.2,Rs.
1688,18456764,1,0,0,0,3,950,2,42,4.4,Rs.
1689,18382342,1,0,0,0,3,1000,3,111,4.2,Rs.
1690,1056,0,1,0,0,2,1250,3,229,3.6,Rs.
1691,303288,0,0,0,0,1,700,2,187,3.5,Rs.
1692,3589,1,0,0,0,1,450,1,187,3.8,Rs.
1693,311671,1,0,0,0,2,1000,3,263,3.7,Rs.
1694,18418209,1,0,0,0,1,750,2,62,4.0,Rs.
1695,1215,1,0,0,0,2,600,2,227,3.7,Rs.
1696,309156,1,0,0,0,3,500,2,130,3.7,Rs.
1697,9834,1,0,0,0,2,800,2,237,4.2,Rs.
1698,18279463,1,0,0,0,3,700,2,108,3.7,Rs.
1699,9840,0,1,0,0,2,1600,3,150,3.5,Rs.
1700,18398571,0,0,0,0,1,300,1,42,3.6,Rs.
1701,1625,1,0,0,0,1,300,1,49,2.6,Rs.
1702,18365388,1,0,0,0,1,600,2,51,3.2,Rs.
1703,18268360,1,0,0,0,3,300,1,25,3.8,Rs.
1704,312011,0,0,0,0,2,720,2,38,3.6,Rs.
1705,308315,0,1,0,0,3,1000,3,23,3.3,Rs.
1706,3468,0,0,0,0,2,450,1,23,2.4,Rs.
1707,309322,0,0,0,0,2,800,2,15,3.3,Rs.
1708,18337744,0,0,0,0,1,250,1,16,3.5,Rs.
1709,18432237,1,0,0,0,2,500,2,6,3.3,Rs.
1710,18414479,1,0,0,0,2,600,2,13,2.8,Rs.
1711,18355419,0,0,0,0,1,700,2,14,3.4,Rs.
1712,18429154,1,1,0,0,3,800,2,7,3.1,Rs.
1713,18334422,1,0,0,0,1,300,1,9,2.9,Rs.
1714,18383432,0,0,0,0,2,350,1,3,0.0,Rs.
1715,18312607,0,0,0,0,1,450,1,4,3.0,Rs.
1716,18180081,0,0,0,0,2,400,1,5,3.0,Rs.
1717,18336220,0,0,0,0,1,600,2,4,2.9,Rs.
1718,304230,0,0,0,0,1,500,2,2,0.0,Rs.
1719,18261052,0,0,0,0,1,350,1,3,0.0,Rs.
1720,313256,0,1,0,0,3,1500,3,1545,3.9,Rs.
1721,18237321,0,0,0,0,6,600,2,1563,4.7,Rs.
1722,309859,1,1,0,0,5,1800,3,817,4.0,Rs.
1723,302878,0,0,0,0,1,500,2,3206,3.9,Rs.
1724,8241,0,1,0,0,4,3200,4,1193,4.2,Rs.
1725,304262,0,0,0,0,6,900,2,4085,4.3,Rs.
1726,1188,1,1,0,0,3,2600,4,2549,4.2,Rs.
1727,305525,0,0,0,0,3,1200,3,2213,4.5,Rs.
1728,18057792,0,0,0,0,4,700,2,1485,3.9,Rs.
1729,307036,0,1,0,0,4,1800,3,799,4.1,Rs.
1730,18395381,0,0,0,0,4,1400,3,387,4.1,Rs.
1731,18157384,0,1,0,0,6,1200,3,1174,3.8,Rs.
1732,4959,0,0,0,0,4,1800,3,3569,4.4,Rs.
1733,18429148,0,0,0,0,4,2000,4,268,4.7,Rs.
1734,463,0,0,0,0,2,800,2,4689,4.0,Rs.
1735,18289242,1,1,0,0,4,1500,3,716,4.3,Rs.
1736,799,1,0,0,0,2,1500,3,4373,4.4,Rs.
1737,301998,1,1,0,0,1,1600,3,1252,4.3,Rs.
1738,307113,1,1,0,0,3,1400,3,2131,4.2,Rs.
1739,18345728,0,0,0,0,1,5000,4,408,4.9,Rs.
1740,16668008,0,0,0,0,1,25,2,26,3.3,$
1741,801690,0,0,0,0,3,800,3,567,4.6,Rs.
1742,17558738,0,0,0,0,2,10,1,88,4.3,$
1743,16611701,0,0,0,0,1,20,2,11,2.9,$
1744,2100784,0,0,0,0,4,400,2,377,4.1,Rs.
1745,801269,0,0,0,0,3,1000,3,887,4.3,Rs.
1746,18483082,0,0,0,0,5,50,3,28,3.8,$
1747,18483252,0,0,0,0,4,75,4,33,3.2,$
1748,16615894,0,0,0,0,3,7,1,29,3.6,$
1749,16605194,0,0,0,0,1,20,2,87,4.1,$
1750,16605794,0,0,0,0,2,7,1,97,3.8,$
1751,16604358,0,0,0,0,3,20,2,192,3.8,$
1752,17534788,0,0,0,0,3,40,3,30,3.6,$
1753,16606299,0,0,0,0,3,7,1,100,3.7,$
1754,16654702,0,0,0,0,3,70,4,204,4.3,$
1755,17694056,0,0,0,0,3,25,2,156,3.9,$
1756,3700050,0,0,0,0,2,400,2,791,4.1,Rs.
1757,17629582,0,0,0,0,3,25,2,9,3.3,$
1758,18366580,0,0,0,0,2,25,2,6,3.1,$
1759,17211719,0,0,0,0,1,70,4,542,4.0,$
1760,306247,1,0,0,0,4,500,2,87,2.8,Rs.
1761,5267,0,0,0,0,1,350,1,95,3.5,Rs.
1762,18335682,1,0,0,0,1,600,2,18,3.7,Rs.
1763,310259,1,0,0,0,2,300,1,65,3.5,Rs.
1764,18359259,1,0,0,0,1,200,1,30,3.6,Rs.
1765,18430873,0,0,0,0,2,300,1,23,3.7,Rs.
1766,3156,1,0,0,0,2,400,1,65,3.3,Rs.
1767,18440414,0,1,0,0,2,1000,3,18,3.7,Rs.
1768,18449796,0,0,0,0,1,800,2,21,2.9,Rs.
1769,313482,1,0,0,0,2,1000,3,61,3.3,Rs.
1770,306658,0,0,0,0,2,250,1,74,3.4,Rs.
1771,9640,0,0,0,0,3,300,1,50,3.4,Rs.
1772,305040,1,0,0,0,2,350,1,59,3.4,Rs.
1773,18471243,0,0,0,0,1,350,1,10,3.3,Rs.
1774,18423871,1,0,0,0,1,300,1,23,3.1,Rs.
1775,303170,1,0,0,0,1,500,2,35,3.2,Rs.
1776,305736,0,0,0,0,1,450,1,35,3.5,Rs.
1777,309593,1,0,0,0,1,350,1,32,3.3,Rs.
1778,300564,0,0,0,0,3,150,1,25,2.8,Rs.
1779,5897,0,0,0,0,1,250,1,27,3.2,Rs.
1780,18382353,0,1,0,0,3,3000,4,30,3.6,Rs.
1781,307436,0,0,0,0,1,1000,3,30,3.3,Rs.
1782,306815,0,1,0,0,1,1000,3,26,3.5,Rs.
1783,307383,0,1,0,0,3,900,2,26,3.2,Rs.
1784,18408062,0,1,0,0,1,2500,4,7,3.1,Rs.
1785,18316173,1,0,0,0,4,500,2,25,3.1,Rs.
1786,18258757,0,0,0,0,3,550,2,33,3.2,Rs.
1787,18306524,0,0,0,0,2,1000,3,22,3.6,Rs.
1788,18337772,0,0,0,0,2,600,2,17,3.2,Rs.
1789,18463962,0,1,0,0,2,1000,3,3,0.0,Rs.
1790,9709,0,1,0,0,4,3000,4,28,3.2,Rs.
1791,306251,0,1,0,0,1,4500,4,15,3.3,Rs.
1792,18336491,0,0,0,0,1,350,1,8,3.1,Rs.
1793,18384123,0,0,0,0,1,400,1,6,3.2,Rs.
1794,18425766,0,0,0,0,1,3700,4,4,2.9,Rs.
1795,18415376,1,0,0,0,2,600,2,3,0.0,Rs.
1796,18439530,0,0,0,0,4,700,2,3,0.0,Rs.
1797,310032,0,1,0,0,1,1500,3,9,3.1,Rs.
1798,18429396,0,1,0,0,2,1500,3,4,3.0,Rs.
1799,18384135,0,0,0,0,1,400,1,5,3.1,Rs.
1800,771,1,1,0,0,2,1000,3,193,3.5,Rs.
1801,4234,0,1,0,0,3,3000,4,162,3.6,Rs.
1802,7352,0,0,0,0,2,700,2,90,3.3,Rs.
1803,5879,1,0,0,0,3,600,2,135,3.4,Rs.
1804,7391,0,0,0,0,1,600,2,80,3.6,Rs.
1805,3269,0,1,0,0,1,1800,3,92,2.4,Rs.
1806,4501,0,1,0,0,2,2500,4,79,3.5,Rs.
1807,2870,0,0,0,0,2,400,1,86,3.3,Rs.
1808,18383522,1,0,0,0,2,550,2,21,3.7,Rs.
1809,311451,1,0,0,0,4,500,2,78,3.4,Rs.
1810,4621,0,0,0,0,2,800,2,67,3.0,Rs.
1811,300268,0,0,0,0,2,650,2,66,2.7,Rs.
1812,4499,0,1,0,0,1,2500,4,64,3.4,Rs.
1813,535,1,0,0,0,1,650,2,47,3.3,Rs.
1814,18247024,1,1,0,0,2,1100,3,52,3.3,Rs.
1815,310328,0,0,0,0,2,400,1,27,3.5,Rs.
1816,300275,1,0,0,0,2,500,2,32,2.3,Rs.
1817,300262,0,0,0,0,1,200,1,40,3.3,Rs.
1818,7240,0,0,0,0,1,400,1,20,2.9,Rs.
1819,2122,0,0,0,0,1,400,1,20,3.4,Rs.
1820,3493,0,0,0,0,3,450,1,49,2.9,Rs.
1821,3494,0,1,0,0,3,850,2,55,2.5,Rs.
1822,301654,0,0,0,0,2,700,2,55,3.1,Rs.
1823,307692,0,0,0,0,3,200,1,25,3.6,Rs.
1824,307694,0,0,0,0,2,500,2,19,3.2,Rs.
1825,18438416,1,0,0,0,7,1000,3,25,3.8,Rs.
1826,313280,0,0,0,0,1,300,1,26,3.6,Rs.
1827,18279453,0,0,0,0,3,500,2,14,3.5,Rs.
1828,18245249,1,0,0,0,4,600,2,30,2.6,Rs.
1829,307693,0,0,0,0,2,500,2,19,2.7,Rs.
1830,1917,0,0,0,0,2,250,1,25,3.3,Rs.
1831,18027962,0,0,0,0,1,400,1,12,3.1,Rs.
1832,9316,0,0,0,0,4,400,1,32,2.6,Rs.
1833,1407,0,0,0,0,3,500,2,26,2.6,Rs.
1834,307695,0,0,0,0,1,400,1,13,3.3,Rs.
1835,3497,0,0,0,0,3,350,1,12,2.9,Rs.
1836,18472648,0,1,0,0,1,1000,3,2,0.0,Rs.
1837,18346857,0,0,0,0,1,200,1,8,3.1,Rs.
1838,18222557,0,1,0,0,2,1000,3,18,3.2,Rs.
1839,18436483,0,0,0,0,2,500,2,5,3.1,Rs.
1840,310305,1,0,0,0,1,400,1,16,3.0,Rs.
1841,18337922,0,0,0,0,1,400,1,7,3.1,Rs.
1842,7892,0,0,0,0,2,100,1,17,2.6,Rs.
1843,18322676,0,0,0,0,2,400,1,9,3.1,Rs.
1844,310101,0,0,0,0,2,600,2,15,2.6,Rs.
1845,7891,0,0,0,0,2,150,1,15,2.8,Rs.
1846,18313115,0,0,0,0,2,200,1,10,3.2,Rs.
1847,3681,1,0,0,0,3,500,2,9,2.6,Rs.
1848,308488,0,0,0,0,3,350,1,15,3.1,Rs.
1849,310469,0,0,0,0,2,400,1,5,2.8,Rs.
1850,18355110,1,0,0,0,3,500,2,7,2.7,Rs.
1851,18243438,0,0,0,0,1,300,1,2,0.0,Rs.
1852,9568,0,0,0,0,2,450,1,7,2.9,Rs.
1853,18357554,1,0,0,0,1,600,2,3,0.0,Rs.
1854,18025100,1,0,0,0,2,450,1,5,2.8,Rs.
1855,18357562,0,0,0,0,1,250,1,4,2.9,Rs.
1856,18453186,0,1,0,0,2,700,2,1,0.0,Rs.
1857,18025096,1,0,0,0,1,350,1,1,0.0,Rs.
1858,18354663,0,0,0,0,2,300,1,3,0.0,Rs.
1859,310468,0,0,0,0,1,400,1,5,2.9,Rs.
1860,3635,0,0,0,0,1,600,2,91,3.6,Rs.
1861,309737,0,1,0,0,2,800,2,108,3.6,Rs.
1862,1866,0,0,0,0,2,550,2,92,3.1,Rs.
1863,9776,0,0,0,0,1,350,1,87,3.2,Rs.
1864,3634,0,0,0,0,1,250,1,91,3.3,Rs.
1865,309238,0,0,0,0,1,200,1,100,3.1,Rs.
1866,3054,0,0,0,0,4,200,1,71,3.8,Rs.
1867,307951,0,0,0,0,1,150,1,94,3.6,Rs.
1868,3610,1,0,0,0,2,400,1,80,3.5,Rs.
1869,305293,1,0,0,0,1,400,1,80,3.4,Rs.
1870,302892,1,0,0,0,3,500,2,85,3.3,Rs.
1871,309338,1,0,0,0,1,750,2,89,3.7,Rs.
1872,18372686,1,0,0,0,6,600,2,36,3.6,Rs.
1873,7382,0,0,0,0,2,700,2,67,3.3,Rs.
1874,18245255,1,0,0,0,1,400,1,57,3.2,Rs.
1875,8949,1,0,0,0,3,800,2,70,3.1,Rs.
1876,302898,1,0,0,0,1,250,1,55,3.3,Rs.
1877,9654,0,0,0,0,3,250,1,60,3.5,Rs.
1878,18322653,1,0,0,0,2,400,1,9,2.3,Rs.
1879,306957,1,0,0,0,2,550,2,58,2.6,Rs.
1880,313256,0,1,0,0,3,1500,3,1545,3.9,Rs.
1881,18237321,0,0,0,0,6,600,2,1563,4.7,Rs.
1882,309859,1,1,0,0,5,1800,3,817,4.0,Rs.
1883,302878,0,0,0,0,1,500,2,3206,3.9,Rs.
1884,8241,0,1,0,0,4,3200,4,1193,4.2,Rs.
1885,304262,0,0,0,0,6,900,2,4085,4.3,Rs.
1886,1188,1,1,0,0,3,2600,4,2549,4.2,Rs.
1887,305525,0,0,0,0,3,1200,3,2213,4.5,Rs.
1888,18057792,0,0,0,0,4,700,2,1485,3.9,Rs.
1889,307036,0,1,0,0,4,1800,3,799,4.1,Rs.
1890,18395381,0,0,0,0,4,1400,3,387,4.1,Rs.
1891,18157384,0,1,0,0,6,1200,3,1174,3.8,Rs.
1892,4959,0,0,0,0,4,1800,3,3569,4.4,Rs.
1893,18429148,0,0,0,0,4,2000,4,268,4.7,Rs.
1894,463,0,0,0,0,2,800,2,4689,4.0,Rs.
1895,18289242,1,1,0,0,4,1500,3,716,4.3,Rs.
1896,799,1,0,0,0,2,1500,3,4373,4.4,Rs.
1897,301998,1,1,0,0,1,1600,3,1252,4.3,Rs.
1898,307113,1,1,0,0,3,1400,3,2131,4.2,Rs.
1899,18345728,0,0,0,0,1,5000,4,408,4.9,Rs.
1900,305686,1,1,0,0,5,2000,4,372,3.9,Rs.
1901,18419910,0,1,0,0,3,1700,3,113,4.2,Rs.
1902,304989,1,0,0,0,3,700,2,391,3.8,Rs.
1903,307284,0,1,0,0,3,1700,3,395,3.7,Rs.
1904,310674,1,1,0,0,5,2500,4,300,3.6,Rs.
1905,312710,0,0,0,0,6,1200,3,287,3.9,Rs.
1906,307370,0,0,0,0,1,700,2,256,3.8,Rs.
1907,18255125,0,0,0,0,1,2100,4,199,3.8,Rs.
1908,18082237,0,0,0,0,2,600,2,220,4.0,Rs.
1909,813,0,0,0,0,1,1000,3,243,3.7,Rs.
1910,3425,0,1,0,0,3,2000,4,203,3.8,Rs.
1911,304628,0,0,0,0,1,150,1,242,3.2,Rs.
1912,18221038,0,1,0,0,2,2000,4,79,4.0,Rs.
1913,154,1,0,0,0,4,500,2,188,3.7,Rs.
1914,309576,0,0,0,0,1,600,2,157,3.9,Rs.
1915,301422,0,1,0,0,1,3200,4,147,3.7,Rs.
1916,303574,1,0,0,0,6,650,2,120,2.5,Rs.
1917,4624,0,0,0,0,2,800,2,89,3.3,Rs.
1918,6271,0,0,0,0,1,400,1,79,3.7,Rs.
1919,18361747,0,0,0,0,3,800,2,34,3.6,Rs.
1920,18400736,1,0,1,0,5,1000,3,162,4.5,Rs.
1921,4450,1,0,0,0,3,500,2,438,3.6,Rs.
1922,4251,1,0,0,0,3,500,2,406,3.9,Rs.
1923,3400,0,1,0,0,1,2500,4,303,3.7,Rs.
1924,954,1,0,0,0,3,500,2,334,3.7,Rs.
1925,307391,1,0,0,0,2,500,2,292,4.2,Rs.
1926,9417,0,1,0,0,3,1000,3,251,4.1,Rs.
1927,303716,1,0,0,0,2,300,1,243,3.8,Rs.
1928,18244555,1,0,0,0,4,1000,3,264,4.2,Rs.
1929,18222566,0,1,0,0,2,1700,3,267,3.4,Rs.
1930,303723,1,1,0,0,1,1100,3,260,3.6,Rs.
1931,18291469,1,0,0,0,3,1000,3,165,4.4,Rs.
1932,773,1,1,0,0,3,700,2,274,2.6,Rs.
1933,5565,0,0,0,0,4,450,1,280,3.4,Rs.
1934,311483,1,1,0,0,4,1200,3,177,3.8,Rs.
1935,2899,1,1,0,0,2,750,2,235,3.3,Rs.
1936,18180080,1,0,0,0,1,1100,3,112,4.6,Rs.
1937,18421026,1,0,0,0,1,900,2,55,4.0,Rs.
1938,18322609,1,1,0,0,4,1000,3,134,4.0,Rs.
1939,65,1,1,0,0,3,1800,3,234,3.5,Rs.
1940,18356840,0,0,0,0,2,600,2,4,3.0,Rs.
1941,303784,1,0,0,0,1,100,1,10,2.6,Rs.
1942,9875,0,0,0,0,4,250,1,8,2.8,Rs.
1943,18446391,1,0,0,0,2,200,1,3,0.0,Rs.
1944,313491,0,0,0,0,2,500,2,7,3.0,Rs.
1945,18371289,1,0,0,0,1,150,1,6,3.3,Rs.
1946,18425773,0,0,0,0,1,300,1,3,0.0,Rs.
1947,9588,0,0,0,0,2,100,1,4,3.0,Rs.
1948,18396161,1,0,0,0,2,400,1,7,2.7,Rs.
1949,312798,0,0,0,0,2,400,1,9,2.7,Rs.
1950,18455557,1,0,0,0,3,250,1,3,0.0,Rs.
1951,310344,1,0,0,0,2,250,1,4,2.7,Rs.
1952,18260714,0,0,0,0,1,100,1,4,3.1,Rs.
1953,18265724,1,0,0,0,1,200,1,3,0.0,Rs.
1954,308704,1,0,0,0,2,300,1,2,0.0,Rs.
1955,9599,0,0,0,0,2,150,1,2,0.0,Rs.
1956,18481310,1,0,0,0,2,350,1,1,0.0,Rs.
1957,18025089,0,0,0,0,2,600,2,2,0.0,Rs.
1958,310358,0,0,0,0,2,250,1,2,0.0,Rs.
1959,18425161,0,0,0,0,1,300,1,1,0.0,Rs.
1960,313256,0,1,0,0,3,1500,3,1545,3.9,Rs.
1961,18237321,0,0,0,0,6,600,2,1563,4.7,Rs.
1962,309859,1,1,0,0,5,1800,3,817,4.0,Rs.
1963,302878,0,0,0,0,1,500,2,3206,3.9,Rs.
1964,8241,0,1,0,0,4,3200,4,1193,4.2,Rs.
1965,304262,0,0,0,0,6,900,2,4085,4.3,Rs.
1966,1188,1,1,0,0,3,2600,4,2549,4.2,Rs.
1967,305525,0,0,0,0,3,1200,3,2213,4.5,Rs.
1968,18057792,0,0,0,0,4,700,2,1485,3.9,Rs.
1969,307036,0,1,0,0,4,1800,3,799,4.1,Rs.
1970,18395381,0,0,0,0,4,1400,3,387,4.1,Rs.
1971,18157384,0,1,0,0,6,1200,3,1174,3.8,Rs.
1972,4959,0,0,0,0,4,1800,3,3569,4.4,Rs.
1973,18429148,0,0,0,0,4,2000,4,268,4.7,Rs.
1974,463,0,0,0,0,2,800,2,4689,4.0,Rs.
1975,18289242,1,1,0,0,4,1500,3,716,4.3,Rs.
1976,799,1,0,0,0,2,1500,3,4373,4.4,Rs.
1977,301998,1,1,0,0,1,1600,3,1252,4.3,Rs.
1978,307113,1,1,0,0,3,1400,3,2131,4.2,Rs.
